> Cross profile number -L0-00 at -159.003/028.656 az=080.7
-159.022927393	28.6532936507	-2001.8741384	80.6961949152	-5781.41226545
-159.022725124	28.6533227291	-1981.8554008	80.6961949152	-5779.88349384
-159.022522856	28.6533518072	-1961.83666312	80.696291905	-5778.46210848
-159.022320587	28.6533808849	-1941.81792536	80.6963888943	-5777.31020703
-159.022118318	28.6534099624	-1921.79918753	80.6964858839	-5776.32555764
-159.02191605	28.6534390396	-1901.78044962	80.6965828738	-5775.38414139
-159.021713781	28.6534681164	-1881.76171163	80.6966798657	-5774.45452367
-159.021511512	28.653497193	-1861.74297357	80.6967768535	-5773.56706584
-159.021309243	28.6535262693	-1841.72423543	80.6968738438	-5772.75738418
-159.021106973	28.6535553452	-1821.70549722	80.6969708375	-5772.10160922
-159.020904704	28.6535844209	-1801.68675893	80.6970678259	-5771.5817024
-159.020702434	28.6536134962	-1781.66802056	80.6971648166	-5771.13220408
-159.020500165	28.6536425713	-1761.64928212	80.6972618054	-5770.79581938
-159.020297895	28.6536716461	-1741.63054359	80.6973587992	-5770.4320939
-159.020095625	28.6537007205	-1721.611805	80.69745579	-5769.84581487
-159.019893355	28.6537297947	-1701.59306632	80.6975527815	-5769.05052249
-159.019691085	28.6537588685	-1681.57432757	80.6976497684	-5768.19433223
-159.019488815	28.6537879421	-1661.55558875	80.6977467652	-5767.27470987
-159.019286545	28.6538170154	-1641.53684985	80.6978437558	-5766.32480523
-159.019084274	28.6538460883	-1621.51811087	80.6979407478	-5765.53750983
-159.018882004	28.653875161	-1601.49937181	80.6980377397	-5764.96901759
-159.018679733	28.6539042333	-1581.48063268	80.6981347311	-5764.51770339
-159.018477463	28.6539333054	-1561.46189347	80.6982317253	-5764.09334489
-159.018275192	28.6539623772	-1541.44315419	80.698328718	-5763.73407712
-159.018072921	28.6539914486	-1521.42441483	80.6984257055	-5763.37128655
-159.01787065	28.6540205198	-1501.40567539	80.6985227018	-5762.95518451
-159.017668378	28.6540495906	-1481.38693588	80.6986196936	-5762.49966755
-159.017466107	28.6540786612	-1461.36819629	80.6987166854	-5762.00390141
-159.017263836	28.6541077314	-1441.34945662	80.6988136825	-5761.46527827
-159.017061564	28.6541368014	-1421.33071688	80.698910672	-5760.8740976
-159.016859293	28.654165871	-1401.31197706	80.6990076652	-5760.21648253
-159.016657021	28.6541949404	-1381.29323717	80.6991046603	-5759.48198067
-159.016454749	28.6542240094	-1361.27449719	80.6992016549	-5758.62677911
-159.016252477	28.6542530782	-1341.25575715	80.6992986498	-5757.63099179
-159.016050205	28.6542821466	-1321.23701702	80.6993956411	-5756.50442385
-159.015847933	28.6543112148	-1301.21827682	80.6994926368	-5755.26850445
-159.01564566	28.6543402826	-1281.19953654	80.699589631	-5753.98579877
-159.015443388	28.6543693502	-1261.18079619	80.6996866237	-5752.61746833
-159.015241116	28.6543984174	-1241.16205576	80.6997836188	-5751.07078986
-159.015038843	28.6544274844	-1221.14331525	80.6998806141	-5749.40586252
-159.01483657	28.654456551	-1201.12457467	80.6999776099	-5747.5140123
-159.014634297	28.6544856174	-1181.10583401	80.700074603	-5745.23540626
-159.014432024	28.6545146834	-1161.08709328	80.7001715998	-5742.61167255
-159.014229751	28.6545437492	-1141.06835247	80.7002685955	-5739.8378368
-159.014027478	28.6545728146	-1121.04961158	80.7003655908	-5736.96705579
-159.013825205	28.6546018798	-1101.03087061	80.7004625845	-5733.99000834
-159.013622931	28.6546309446	-1081.01212958	80.7005595831	-5731.07923697
-159.013420658	28.6546600092	-1060.99338846	80.7006565756	-5728.29601219
