> Cross profile number -L0-00 at -158.931/028.790 az=-12.6
-158.927039418	28.7728436162	-1995.51430541	347.447052643	-6225.75372568
-158.927084017	28.7730191808	-1975.55918519	347.447052643	-6230.38537812
-158.927128615	28.7731947453	-1955.60406452	347.447031181	-6235.36314117
-158.927173214	28.7733703099	-1935.64894338	347.447009706	-6240.63189558
-158.927217813	28.7735458744	-1915.69382178	347.446988237	-6246.25825539
-158.927262412	28.7737214389	-1895.73869972	347.446966777	-6252.4035541
-158.927307011	28.7738970034	-1875.7835772	347.446945302	-6259.00373779
-158.92735161	28.7740725678	-1855.82845422	347.446923834	-6265.54584804
-158.927396209	28.7742481323	-1835.87333078	347.446902375	-6271.90744268
-158.927440809	28.7744236967	-1815.91820687	347.446880899	-6278.12284586
-158.927485409	28.7745992612	-1795.9630825	347.446859434	-6283.93335115
-158.927530009	28.7747748256	-1776.00795768	347.446837959	-6289.18161303
-158.927574609	28.77495039	-1756.05283239	347.446816493	-6294.24876837
-158.927619209	28.7751259544	-1736.09770663	347.446795026	-6299.54812807
-158.927663809	28.7753015188	-1716.14258042	347.44677356	-6304.96772111
-158.92770841	28.7754770831	-1696.18745375	347.446752088	-6310.59309387
-158.92775301	28.7756526475	-1676.23232661	347.446730614	-6316.73499215
-158.927797611	28.7758282118	-1656.27719902	347.446709149	-6323.25437616
-158.927842212	28.7760037761	-1636.32207096	347.446687669	-6329.06003656
-158.927886813	28.7761793404	-1616.36694244	347.446666212	-6333.90537468
-158.927931414	28.7763549047	-1596.41181346	347.446644732	-6337.89317319
-158.927976016	28.776530469	-1576.45668402	347.446623268	-6340.54402585
-158.928020617	28.7767060332	-1556.50155412	347.446601796	-6341.51279134
-158.928065219	28.7768815975	-1536.54642375	347.446580325	-6341.81230253
-158.928109821	28.7770571617	-1516.59129293	347.446558846	-6342.43000952
-158.928154423	28.7772327259	-1496.63616164	347.446537384	-6343.00872608
-158.928199025	28.7774082901	-1476.68102989	347.446515913	-6343.81626613
-158.928243627	28.7775838543	-1456.72589768	347.446494434	-6345.17038729
-158.92828823	28.7777594184	-1436.77076501	347.446472964	-6346.79041157
-158.928332832	28.7779349826	-1416.81563187	347.446451494	-6348.13519751
-158.928377435	28.7781105467	-1396.86049828	347.446430025	-6349.10351546
-158.928422038	28.7782861109	-1376.90536422	347.446408555	-6349.81005654
-158.928466641	28.778461675	-1356.95022971	347.44638707	-6350.20220436
-158.928511244	28.7786372391	-1336.99509473	347.446365602	-6350.23399678
-158.928555848	28.7788128031	-1317.03995929	347.446344132	-6350.18840851
-158.928600451	28.7789883672	-1297.08482339	347.446322656	-6350.31008409
-158.928645055	28.7791639313	-1277.12968703	347.446301188	-6350.51125614
-158.928689658	28.7793394953	-1257.1745502	347.446279705	-6350.86175951
-158.928734262	28.7795150593	-1237.21941292	347.446258236	-6351.45826918
-158.928778866	28.7796906233	-1217.26427517	347.446236761	-6352.21673941
-158.928823471	28.7798661873	-1197.30913696	347.446215286	-6352.88652465
-158.928868075	28.7800417513	-1177.35399829	347.446193812	-6353.41904543
-158.92891268	28.7802173152	-1157.39885916	347.446172345	-6353.84543294
-158.928957284	28.7803928792	-1137.44371957	347.446150855	-6354.09480545
-158.929001889	28.7805684431	-1117.48857951	347.446129396	-6354.12203735
-158.929046494	28.780744007	-1097.533439	347.446107915	-6354.12222498
-158.929091099	28.780919571	-1077.57829802	347.446086433	-6354.27023206
-158.929135705	28.7810951348	-1057.62315658	347.446064959	-6354.50071119
-158.92918031	28.7812706987	-1037.66801468	347.446043488	-6354.83341016
-158.929224916	28.7814462626	-1017.71287232	347.446022014	-6355.29038964
-158.929269521	28.7816218264	-997.757729498	347.446000534	-6355.78623489
-158.929314127	28.7817973903	-977.802586214	347.445979061	-6356.19962089
-158.929358733	28.7819729541	-957.847442468	347.445957573	-6356.54261096
-158.929403339	28.7821485179	-937.892298262	347.445936109	-6356.84710309
-158.929447946	28.7823240817	-917.937153593	347.44591463	-6357.13466707
-158.929492552	28.7824996454	-897.982008464	347.44589315	-6357.49981092
-158.929537159	28.7826752092	-878.026862872	347.445871664	-6357.85029748
-158.929581766	28.7828507729	-858.07171682	347.445850201	-6358.04458909
-158.929626373	28.7830263367	-838.116570305	347.445828715	-6358.12951105
-158.92967098	28.7832019004	-818.16142333	347.445807243	-6358.03863986
-158.929715587	28.7833774641	-798.206275893	347.445785766	-6357.64680896
-158.929760194	28.7835530278	-778.251127994	347.445764281	-6356.98276633
-158.929804802	28.7837285914	-758.295979634	347.445742803	-6356.29037348
-158.92984941	28.7839041551	-738.340830813	347.445721325	-6355.63643566
-158.929894018	28.7840797187	-718.38568153	347.445699849	-6355.02976603
-158.929938626	28.7842552823	-698.430531786	347.445678372	-6354.59852958
-158.929983234	28.784430846	-678.47538158	347.445656887	-6354.33340853
-158.930027842	28.7846064095	-658.520230913	347.445635411	-6354.32800951
-158.93007245	28.7847819731	-638.565079784	347.445613927	-6354.66776392
-158.930117059	28.7849575367	-618.609928194	347.445592451	-6355.31842301
-158.930161668	28.7851331003	-598.654776142	347.445570968	-6356.279626
-158.930206277	28.7853086638	-578.699623629	347.445549492	-6357.70270986
-158.930250886	28.7854842273	-558.744470654	347.44552801	-6359.4689685
-158.930295495	28.7856597908	-538.789317219	347.445506534	-6360.87421546
-158.930340104	28.7858353543	-518.834163321	347.445485045	-6361.80656195
-158.930384714	28.7860109178	-498.879008963	347.445463569	-6362.28667471
-158.930429323	28.7861864813	-478.923854142	347.44544208	-6361.9948561
-158.930473933	28.7863620447	-458.968698859	347.445420607	-6360.75989081
-158.930518543	28.7865376081	-439.013543116	347.445399117	-6359.02768566
-158.930563153	28.7867131716	-419.058386911	347.445377644	-6357.23784749
-158.930607763	28.786888735	-399.103230244	347.445356163	-6355.23989118
-158.930652374	28.7870642984	-379.148073117	347.445334682	-6353.14603604
-158.930696984	28.7872398617	-359.192915527	347.445313186	-6351.08804199
-158.930741595	28.7874154251	-339.237757476	347.445291714	-6348.99492458
-158.930786206	28.7875909884	-319.282598964	347.445270225	-6346.70919759
-158.930830817	28.7877665518	-299.32743999	347.445248746	-6344.19226081
-158.930875428	28.7879421151	-279.372280555	347.445227266	-6341.46813631
-158.930920039	28.7881176784	-259.417120657	347.44520578	-6338.51239106
-158.930964651	28.7882932417	-239.461960299	347.445184292	-6335.33660278
-158.931009262	28.788468805	-219.506799479	347.445162822	-6331.91859097
-158.931053874	28.7886443682	-199.551638198	347.44514132	-6328.25457221
-158.931098486	28.7888199315	-179.596476455	347.445119849	-6324.37471171
-158.931143098	28.7889954947	-159.64131425	347.445098363	-6320.28517392
-158.93118771	28.7891710579	-139.686151584	347.44507687	-6315.9623954
-158.931232323	28.7893466211	-119.730988457	347.4450554	-6311.40080087
-158.931276935	28.7895221843	-99.7758248681	347.445033899	-6306.64237896
-158.931321548	28.7896977475	-79.8206608175	347.445012423	-6301.65438109
-158.931366161	28.7898733106	-59.8654963055	347.444990937	-6296.40635996
-158.931410774	28.7900488738	-39.9103313316	347.444969445	-6290.91225477
-158.931455387	28.7902244369	-19.9551658973	347.444947969	-6285.08423715
-158.9315	28.7904	0	347.444926478	-6279.10137606
-158.931544613	28.7905755631	19.9551663579	347.444904994	-6273.18200175
-158.931589227	28.7907511262	39.9103331774	347.44488351	-6267.27782265
-158.931633841	28.7909266892	59.865500458	347.444862019	-6261.45115407
-158.931678455	28.7911022523	79.8206682006	347.444840536	-6255.98183915
-158.931723069	28.7912778153	99.7758364051	347.444819046	-6250.71504092
-158.931767683	28.7914533784	119.73100507	347.444797563	-6244.77381117
-158.931812297	28.7916289414	139.686174197	347.444776082	-6238.06272137
-158.931856911	28.7918045044	159.641343787	347.444754576	-6230.73208342
-158.931901526	28.7919800674	179.596513837	347.444733102	-6222.57634578
-158.931946141	28.7921556303	199.551684349	347.444711612	-6213.37670486
-158.931990756	28.7923311933	219.506855322	347.444690124	-6203.99600367
-158.932035371	28.7925067562	239.462026757	347.444668627	-6195.15310587
-158.932079986	28.7926823191	259.417198653	347.444647154	-6186.51021852
-158.932124601	28.792857882	279.372371011	347.444625658	-6178.29233319
-158.932169217	28.7930334449	299.327543832	347.44460417	-6170.67271903
-158.932213832	28.7932090078	319.282717112	347.444582682	-6163.50739675
-158.932258448	28.7933845707	339.237890855	347.444561187	-6156.70426391
-158.932303064	28.7935601335	359.193065059	347.444539707	-6150.25368588
-158.93234768	28.7937356964	379.148239724	347.444518212	-6144.19624598
-158.932392297	28.7939112592	399.103414852	347.444496726	-6138.537229
-158.932436913	28.794086822	419.058590441	347.444475231	-6133.29821806
-158.93248153	28.7942623848	439.013766491	347.444453745	-6128.24181587
-158.932526146	28.7944379475	458.968943003	347.444432258	-6123.18101055
-158.932570763	28.7946135103	478.924119978	347.444410757	-6118.17329065
-158.93261538	28.794789073	498.879297412	347.444389271	-6113.14572638
-158.932659997	28.7949646358	518.834475309	347.444367786	-6108.01949733
-158.932704615	28.7951401985	538.789653667	347.444346293	-6102.86128168
-158.932749232	28.7953157612	558.744832487	347.444324793	-6097.86672372
-158.93279385	28.7954913239	578.700011769	347.444303308	-6093.09361234
-158.932838467	28.7956668866	598.655191511	347.444281823	-6088.53200538
-158.932883085	28.7958424492	618.610371716	347.444260315	-6084.22963392
-158.932927703	28.7960180119	638.565552383	347.44423884	-6080.2578281
-158.932972322	28.7961935745	658.52073351	347.44421734	-6076.528103
-158.93301694	28.7963691371	678.4759151	347.444195841	-6072.94765932
-158.933061559	28.7965446997	698.431097151	347.444174358	-6069.57658852
-158.933106177	28.7967202623	718.386279663	347.444152859	-6066.37067049
-158.933150796	28.7968958249	738.341462638	347.44413137	-6063.33180334
-158.933195415	28.7970713874	758.296646072	347.444109878	-6060.45150965
-158.933240034	28.7972469499	778.25182997	347.444088389	-6057.55362935
-158.933284653	28.7974225125	798.207014329	347.444066891	-6054.58099471
-158.933329273	28.797598075	818.162199149	347.444045393	-6051.52166119
-158.933373892	28.7977736375	838.117384432	347.444023905	-6048.28030258
